Classes,k = 1 ,k = 2,k = 3,k = 4
above,0.6824207492795389,0.7711815561959654,0.8288184438040346,0.8962536023054755
at,0.0,0.0300187617260788,0.12195121951219512,0.2964352720450281
behind,0.14399469143994692,0.42203052422030524,0.7067020570670206,0.809555408095554
below,0.22847682119205298,0.554635761589404,0.6556291390728477,0.7218543046357616
beside,0.0,0.029227557411273485,0.12108559498956159,0.2359081419624217
by,0.0,0.0,0.01893939393939394,0.026515151515151516
front,0.04905660377358491,0.29056603773584905,0.530188679245283,0.6820754716981132
in,0.5712,0.80384,0.84352,0.89344
left,0.3120567375886525,0.450354609929078,0.5354609929078015,0.6631205673758865
near,0.01048951048951049,0.11771561771561771,0.3414918414918415,0.513986013986014
next,0.41298527443105754,0.5508701472556894,0.6338688085676037,0.6927710843373494
on,0.8504584998824359,0.9113566893957207,0.9327533505760639,0.9522689865976958
over,0.0,0.2911392405063291,0.46329113924050636,0.589873417721519
right,0.21810699588477367,0.5555555555555556,0.6419753086419753,0.7037037037037037
top,0.0,0.0,0.00510204081632653,0.01020408163265306
under,0.48282630029440626,0.7703631010794897,0.8380765456329735,0.8861629048086359
Micro AVG,0.2476295115159975,0.4093034475197722,0.5136784097190893,0.5983830070263102
