Classes,k = 1 ,k = 2,k = 3,k = 4
above,0.6578341013824884,0.7695852534562212,0.8611751152073732,0.9061059907834101
at,0.0,0.0,0.020637898686679174,0.23452157598499063
behind,0.14333112143331123,0.48905109489051096,0.7272727272727273,0.8467153284671532
below,0.0,0.6076158940397351,0.7251655629139073,0.7715231788079471
beside,0.0,0.0,0.010438413361169102,0.15657620041753653
by,0.0,0.0,0.0,0.0
front,0.11132075471698114,0.30377358490566037,0.6235849056603774,0.7141509433962264
in,0.54144,0.83136,0.864,0.90528
left,0.15547703180212014,0.3992932862190813,0.5441696113074205,0.6466431095406361
near,0.0,0.09324009324009325,0.34965034965034963,0.5524475524475524
next,0.5040160642570282,0.5870147255689424,0.6633199464524766,0.7590361445783133
on,0.8796426892336624,0.9109073812881994,0.9318288669487541,0.9456981664315938
over,0.0,0.23291139240506328,0.4810126582278481,0.579746835443038
right,0.11475409836065574,0.36885245901639346,0.5081967213114754,0.5860655737704918
top,0.0,0.0,0.0,0.020618556701030927
under,0.6113837095191365,0.760549558390579,0.831207065750736,0.8783120706575074
Micro AVG,0.2324499731690865,0.39713467021378,0.5088537401719558,0.5939650767142143
