Classes,k = 1 ,k = 2,k = 3,k = 4
above,0.624207492795389,0.7561959654178675,0.8190201729106629,0.8680115273775216
at,0.16322701688555347,0.34709193245778613,0.549718574108818,0.6622889305816135
behind,0.5092838196286472,0.6438992042440318,0.7234748010610079,0.7798408488063661
below,0.402317880794702,0.6788079470198676,0.7963576158940397,0.8443708609271523
beside,0.05845511482254697,0.21294363256784968,0.3736951983298539,0.5386221294363257
by,0.05303030303030303,0.0946969696969697,0.16666666666666666,0.26136363636363635
front,0.3323890462700661,0.4702549575070821,0.5703493862134089,0.6798866855524079
in,0.7008,0.84128,0.9024,0.93696
left,0.27208480565371024,0.4452296819787986,0.5901060070671378,0.6784452296819788
near,0.08741258741258741,0.1864801864801865,0.32517482517482516,0.4568764568764569
next,0.3768406961178046,0.6198125836680054,0.7389558232931727,0.8192771084337349
on,0.7775687749823654,0.8774982365389137,0.9153538678579826,0.9329884787209028
over,0.09390862944162437,0.47715736040609136,0.6548223350253807,0.6903553299492385
right,0.19672131147540983,0.39344262295081966,0.5491803278688525,0.6475409836065574
top,0.02564102564102564,0.13846153846153847,0.3487179487179487,0.5282051282051282
under,0.4210009813542689,0.677134445534838,0.8272816486751717,0.8684985279685966
Micro AVG,0.3184305928941253,0.4912742040581654,0.6157046999290581,0.6995957414054761
