Classes,k = 1 ,k = 2,k = 3,k = 4
above,0.6102475532527346,0.7795048934945308,0.8549222797927462,0.8894645941278065
at,0.10299625468164794,0.29775280898876405,0.5074906367041199,0.6348314606741573
behind,0.41605839416058393,0.5467816854678168,0.6343729263437292,0.7067020570670206
below,0.2996688741721854,0.6258278145695364,0.75,0.8129139072847682
beside,0.04801670146137787,0.09812108559498957,0.18162839248434237,0.29018789144050106
by,0.10606060606060606,0.2689393939393939,0.39015151515151514,0.5265151515151515
front,0.3777148253068933,0.5325779036827195,0.6392823418319169,0.7299338999055713
in,0.69376,0.8224,0.88224,0.9136
left,0.21908127208480566,0.3286219081272085,0.4664310954063604,0.607773851590106
near,0.13986013986013987,0.36363636363636365,0.5384615384615384,0.6934731934731935
next,0.34805890227576974,0.5227576974564926,0.6519410977242303,0.7349397590361446
on,0.812176774800188,0.8923366243535495,0.9285378467324871,0.9456981664315938
over,0.09620253164556962,0.4936708860759494,0.640506329113924,0.7670886075949367
right,0.17695473251028807,0.30864197530864196,0.3950617283950617,0.5390946502057613
top,0.02030456852791878,0.1116751269035533,0.2639593908629442,0.39086294416243655
under,0.4857423795476893,0.6705998033431662,0.7551622418879056,0.8053097345132744
Micro AVG,0.30955653189677484,0.47899037318391724,0.5925093350558013,0.6867743668139016
