Classes,k = 1 ,k = 2,k = 3,k = 4
a_cote_de,0.22662889518413598,0.5070821529745042,0.7195467422096318,0.8583569405099151
a_l'exterieur_de,0.0,0.0,0.1,0.1
au_dessus_de,0.06451612903225806,0.06451612903225806,0.16129032258064516,0.22580645161290322
au_niveau_de,0.11864406779661017,0.326271186440678,0.6271186440677966,0.7288135593220338
aucun,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333
autour_de,0.0,0.1111111111111111,0.3333333333333333,0.4444444444444444
contre,0.07741935483870968,0.3935483870967742,0.567741935483871,0.7161290322580646
dans,0.0,0.0625,0.125,0.1875
derriere,0.27547169811320754,0.45660377358490567,0.5735849056603773,0.6981132075471698
devant,0.3527272727272727,0.509090909090909,0.6618181818181819,0.76
en_face_de,0.015151515151515152,0.06060606060606061,0.10606060606060606,0.24242424242424243
le_long_de,0.0,0.0,0.058823529411764705,0.11764705882352941
loin_de,0.29591836734693877,0.5816326530612245,0.7142857142857143,0.7755102040816326
par_dela,0.0,0.0,0.09090909090909091,0.18181818181818182
pres_de,0.43154246100519933,0.729636048526863,0.8700173310225303,0.9341421143847487
sous,0.5514018691588785,0.6355140186915887,0.7476635514018691,0.822429906542056
sur,0.5111111111111111,0.6222222222222222,0.6666666666666666,0.7333333333333333
Micro AVG,0.17179604361563747,0.307470665829751,0.43865846401443603,0.5211648241432697
