Classes,k = 1 ,k = 2,k = 3,k = 4
a_cote_de,0.11864406779661017,0.3785310734463277,0.5847457627118644,0.7259887005649718
a_l'exterieur_de,0.0,0.0,0.0,0.2
au_dessus_de,0.0,0.1,0.16666666666666666,0.3
au_niveau_de,0.0992063492063492,0.21031746031746032,0.44047619047619047,0.6190476190476191
aucun,0.0,0.0,0.0,0.0
autour_de,0.0,0.0,0.0,0.1111111111111111
contre,0.21232876712328766,0.5,0.6164383561643836,0.7465753424657534
dans,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.26666666666666666
derriere,0.3018867924528302,0.5283018867924528,0.6377358490566037,0.7396226415094339
devant,0.3563636363636364,0.5490909090909091,0.6872727272727273,0.7927272727272727
en_face_de,0.04477611940298507,0.07462686567164178,0.13432835820895522,0.23880597014925373
le_long_de,0.0,0.0,0.0,0.0
loin_de,0.15463917525773196,0.4845360824742268,0.6391752577319587,0.7835051546391752
par_dela,0.0,0.0,0.0,0.0
pres_de,0.45081967213114754,0.7065573770491803,0.8475409836065574,0.921311475409836
sous,0.42990654205607476,0.5887850467289719,0.6822429906542056,0.7570093457943925
sur,0.38202247191011235,0.550561797752809,0.7191011235955056,0.7752808988764045
Micro AVG,0.1539564859039666,0.2826259901563125,0.36994456467523246,0.46927365876246413
