Classes,k = 1 ,k = 2,k = 3,k = 4
a_cote_de,0.1864406779661017,0.5056497175141242,0.7062146892655368,0.7966101694915254
a_l'exterieur_de,0.0,0.0,0.0,0.09090909090909091
au_dessus_de,0.03225806451612903,0.03225806451612903,0.12903225806451613,0.3225806451612903
au_niveau_de,0.08943089430894309,0.23577235772357724,0.5609756097560976,0.7520325203252033
aucun,0.0,0.0,0.16666666666666666,0.16666666666666666
autour_de,0.0,0.0,0.1111111111111111,0.3333333333333333
contre,0.0784313725490196,0.39869281045751637,0.5294117647058824,0.6862745098039216
dans,0.0625,0.25,0.3125,0.4375
derriere,0.37969924812030076,0.5902255639097744,0.6691729323308271,0.7481203007518797
devant,0.24727272727272728,0.4727272727272727,0.6254545454545455,0.7563636363636363
en_face_de,0.014925373134328358,0.1044776119402985,0.208955223880597,0.3283582089552239
le_long_de,0.0,0.0,0.05555555555555555,0.05555555555555555
loin_de,0.36082474226804123,0.6391752577319587,0.6907216494845361,0.7525773195876289
par_dela,0.0,0.0,0.16666666666666666,0.16666666666666666
pres_de,0.4090150250417362,0.6444073455759599,0.8013355592654424,0.8747913188647746
sous,0.5700934579439252,0.7009345794392523,0.7757009345794392,0.8504672897196262
sur,0.5444444444444444,0.6333333333333333,0.7333333333333333,0.8111111111111111
Micro AVG,0.17501976632739394,0.30633258322759976,0.42604755883063256,0.5252893143098314
