Classes,k = 1 ,k = 2,k = 3,k = 4
a_cote_de,0.17183098591549295,0.5014084507042254,0.7183098591549296,0.8647887323943662
a_l'exterieur_de,0.0,0.09090909090909091,0.2727272727272727,0.2727272727272727
au_dessus_de,0.0625,0.1875,0.1875,0.3125
au_niveau_de,0.104,0.336,0.644,0.804
aucun,0.0,0.0,0.16666666666666666,0.16666666666666666
autour_de,0.0,0.0,0.0,0.0
contre,0.11464968152866242,0.3885350318471338,0.5414012738853503,0.6560509554140127
dans,0.06666666666666667,0.2,0.4,0.4666666666666667
derriere,0.35471698113207545,0.5584905660377358,0.7056603773584905,0.8188679245283019
devant,0.3090909090909091,0.48727272727272725,0.6763636363636364,0.7745454545454545
en_face_de,0.029850746268656716,0.05970149253731343,0.14925373134328357,0.3283582089552239
le_long_de,0.0,0.0,0.0,0.0
loin_de,0.22916666666666666,0.4166666666666667,0.5729166666666666,0.6875
par_dela,0.0,0.0,0.0,0.09090909090909091
pres_de,0.4844517184942717,0.7561374795417348,0.8772504091653028,0.9509001636661211
sous,0.42990654205607476,0.5514018691588785,0.6261682242990654,0.7009345794392523
sur,0.4,0.5333333333333333,0.5777777777777777,0.6666666666666666
Micro AVG,0.16216652340114568,0.2980798063534612,0.4185879938475554,0.5036519048575938
