Classes,k = 1 ,k = 2,k = 3,k = 4
a_cote_de,0.19154929577464788,0.5380281690140845,0.7661971830985915,0.8507042253521127
a_l'exterieur_de,0.0,0.0,0.0,0.1
au_dessus_de,0.1,0.1,0.16666666666666666,0.3333333333333333
au_niveau_de,0.16334661354581673,0.3466135458167331,0.6334661354581673,0.7649402390438247
aucun,0.0,0.0,0.0,0.0
autour_de,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.4444444444444444
contre,0.06622516556291391,0.32450331125827814,0.4503311258278146,0.6158940397350994
dans,0.06666666666666667,0.26666666666666666,0.4,0.4
derriere,0.36981132075471695,0.5584905660377358,0.6981132075471698,0.8037735849056604
devant,0.4384057971014493,0.5833333333333334,0.6992753623188406,0.822463768115942
en_face_de,0.014925373134328358,0.014925373134328358,0.13432835820895522,0.2835820895522388
le_long_de,0.0,0.0,0.0,0.0
loin_de,0.22772277227722773,0.5742574257425742,0.693069306930693,0.8217821782178217
par_dela,0.0,0.0,0.0,0.0
pres_de,0.41487603305785126,0.7305785123966942,0.8925619834710744,0.9322314049586777
sous,0.45794392523364486,0.5700934579439252,0.6355140186915887,0.7009345794392523
sur,0.4222222222222222,0.5222222222222223,0.6333333333333333,0.7
Micro AVG,0.18564220044433577,0.3213556421705829,0.42631183094101993,0.5043578757116711
