Classes,k = 1 ,k = 2,k = 3,k = 4
a_cote_de,0.19491525423728814,0.5028248587570622,0.7146892655367232,0.807909604519774
a_l'exterieur_de,0.0,0.0,0.0,0.0
au_dessus_de,0.0,0.03333333333333333,0.13333333333333333,0.2
au_niveau_de,0.1015625,0.29296875,0.56640625,0.70703125
aucun,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
autour_de,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.5555555555555556
contre,0.1592356687898089,0.4585987261146497,0.5859872611464968,0.6751592356687898
dans,0.125,0.1875,0.375,0.375
derriere,0.32452830188679244,0.49433962264150944,0.6452830188679245,0.7886792452830189
devant,0.3054545454545455,0.4909090909090909,0.64,0.7636363636363637
en_face_de,0.04477611940298507,0.11940298507462686,0.2537313432835821,0.3582089552238806
le_long_de,0.0,0.0,0.0,0.0
loin_de,0.20588235294117646,0.5980392156862745,0.6666666666666666,0.7450980392156863
par_dela,0.0,0.0,0.0,0.0
pres_de,0.47429519071310117,0.6898839137645107,0.8258706467661692,0.9237147595356551
sous,0.4485981308411215,0.5700934579439252,0.7009345794392523,0.7757009345794392
sur,0.4,0.5777777777777777,0.6888888888888889,0.7888888888888889
Micro AVG,0.1801191671790939,0.32445127835310356,0.4357589626494205,0.5077205587513953
