Classes,k = 1 ,k = 2,k = 3,k = 4
a_cote_de,0.18696883852691218,0.49575070821529743,0.7223796033994334,0.8271954674220963
a_l'exterieur_de,0.0,0.0,0.0,0.2
au_dessus_de,0.0,0.13333333333333333,0.26666666666666666,0.3333333333333333
au_niveau_de,0.08333333333333333,0.2625,0.6166666666666667,0.7291666666666666
aucun,0.0,0.0,0.0,0.0
autour_de,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222
contre,0.12804878048780488,0.4573170731707317,0.5792682926829268,0.7804878048780488
dans,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.2
derriere,0.3169811320754717,0.5094339622641509,0.6188679245283019,0.7886792452830189
devant,0.291970802919708,0.5036496350364964,0.6277372262773723,0.718978102189781
en_face_de,0.0,0.04477611940298507,0.14925373134328357,0.3582089552238806
le_long_de,0.0,0.0,0.0,0.0
loin_de,0.1717171717171717,0.3333333333333333,0.4444444444444444,0.6161616161616161
par_dela,0.0,0.0,0.0,0.0
pres_de,0.5275862068965518,0.7706896551724138,0.8793103448275862,0.9379310344827586
sous,0.38317757009345793,0.48598130841121495,0.5794392523364486,0.6915887850467289
sur,0.4888888888888889,0.6444444444444445,0.7555555555555555,0.8333333333333334
Micro AVG,0.15560819950623336,0.2834698441507164,0.3814137737160665,0.48454626860255795
