Classes,k = 1 ,k = 2,k = 3,k = 4
a_cote_de,0.3408450704225352,0.6197183098591549,0.7718309859154929,0.8535211267605634
a_l'exterieur_de,0.0,0.1,0.6,0.8
au_dessus_de,0.0,0.16666666666666666,0.36666666666666664,0.4666666666666667
au_niveau_de,0.09561752988047809,0.3346613545816733,0.6454183266932271,0.7808764940239044
aucun,0.0,0.0,0.0,0.0
autour_de,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.4444444444444444
contre,0.09271523178807947,0.45695364238410596,0.5298013245033113,0.7350993377483444
dans,0.13333333333333333,0.4666666666666667,0.6,0.6
derriere,0.3622641509433962,0.49433962264150944,0.6150943396226415,0.7094339622641509
devant,0.47101449275362317,0.6014492753623188,0.6920289855072463,0.8260869565217391
en_face_de,0.07462686567164178,0.26865671641791045,0.3880597014925373,0.4626865671641791
le_long_de,0.0,0.0,0.058823529411764705,0.35294117647058826
loin_de,0.0594059405940594,0.42574257425742573,0.5247524752475248,0.6435643564356436
par_dela,0.0,0.0,0.07692307692307693,0.07692307692307693
pres_de,0.37355371900826445,0.6776859504132231,0.8793388429752066,0.9289256198347108
sous,0.5700934579439252,0.6542056074766355,0.7102803738317757,0.7663551401869159
sur,0.6111111111111112,0.7333333333333333,0.8444444444444444,0.8666666666666667
Micro AVG,0.1938642361506799,0.36601776131075564,0.5145827951576094,0.6067171524771526
