Classes,k = 1 ,k = 2,k = 3,k = 4
a_cote_de,0.141643059490085,0.5552407932011332,0.7847025495750708,0.8895184135977338
a_l'exterieur_de,0.1,0.2,0.5,0.8
au_dessus_de,0.0,0.13333333333333333,0.36666666666666664,0.4666666666666667
au_niveau_de,0.07083333333333333,0.275,0.7,0.8291666666666667
aucun,0.0,0.0,0.0,0.0
autour_de,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.7777777777777778
contre,0.04878048780487805,0.34146341463414637,0.49390243902439024,0.6524390243902439
dans,0.26666666666666666,0.3333333333333333,0.4,0.6
derriere,0.3471698113207547,0.5660377358490566,0.6528301886792452,0.8150943396226416
devant,0.21897810218978103,0.354014598540146,0.45985401459854014,0.5328467153284672
en_face_de,0.08955223880597014,0.23880597014925373,0.34328358208955223,0.4925373134328358
le_long_de,0.0,0.0,0.0,0.125
loin_de,0.29292929292929293,0.5757575757575758,0.696969696969697,0.8080808080808081
par_dela,0.0,0.0,0.0,0.18181818181818182
pres_de,0.6241379310344828,0.8448275862068966,0.9137931034482759,0.9586206896551724
sous,0.6355140186915887,0.719626168224299,0.7570093457943925,0.794392523364486
sur,0.6666666666666666,0.7444444444444445,0.8111111111111111,0.8444444444444444
Micro AVG,0.2321950619634085,0.3721370234187096,0.48968042014125807,0.621670797932125
