Classes,k = 1 ,k = 2,k = 3,k = 4
a_cote_de,0.12146892655367232,0.3954802259887006,0.6242937853107344,0.7711864406779662
a_l'exterieur_de,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666
au_dessus_de,0.09375,0.15625,0.21875,0.3125
au_niveau_de,0.06640625,0.22265625,0.58984375,0.71875
aucun,0.0,0.0,0.0,0.0
autour_de,0.5555555555555556,1.0,1.0,1.0
contre,0.15894039735099338,0.44370860927152317,0.5629139072847682,0.7947019867549668
dans,0.2,0.3333333333333333,0.4666666666666667,0.5333333333333333
derriere,0.32452830188679244,0.5094339622641509,0.6226415094339622,0.7547169811320755
devant,0.49818181818181817,0.6618181818181819,0.7818181818181819,0.88
en_face_de,0.08955223880597014,0.3283582089552239,0.47761194029850745,0.5671641791044776
le_long_de,0.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
loin_de,0.13725490196078433,0.5,0.5882352941176471,0.6666666666666666
par_dela,0.0,0.0,0.16666666666666666,0.3333333333333333
pres_de,0.521669341894061,0.7704654895666132,0.898876404494382,0.9486356340288925
sous,0.4766355140186916,0.5327102803738317,0.6542056074766355,0.7009345794392523
sur,0.5555555555555556,0.6777777777777778,0.7555555555555555,0.8444444444444444
Micro AVG,0.2333038510841506,0.40730289306437845,0.5343852857270001,0.6276179314010218
