Classes,k = 1 ,k = 2,k = 3,k = 4
a_cote_de,0.307909604519774,0.536723163841808,0.7740112994350282,0.9096045197740112
a_l'exterieur_de,0.3,0.4,0.5,0.6
au_dessus_de,0.03333333333333333,0.2,0.26666666666666666,0.36666666666666664
au_niveau_de,0.07539682539682539,0.3492063492063492,0.6904761904761905,0.8174603174603174
aucun,0.0,0.0,0.0,0.0
autour_de,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.5555555555555556
contre,0.02054794520547945,0.2602739726027397,0.4041095890410959,0.6095890410958904
dans,0.4,0.6,0.8666666666666667,0.8666666666666667
derriere,0.28679245283018867,0.4377358490566038,0.539622641509434,0.660377358490566
devant,0.46545454545454545,0.5963636363636363,0.6981818181818182,0.8109090909090909
en_face_de,0.029850746268656716,0.07462686567164178,0.1791044776119403,0.29850746268656714
le_long_de,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.35294117647058826
loin_de,0.1134020618556701,0.5463917525773195,0.6701030927835051,0.7525773195876289
par_dela,0.0,0.0,0.25,0.25
pres_de,0.4,0.7426229508196721,0.8934426229508197,0.9573770491803278
sous,0.5420560747663551,0.616822429906542,0.6728971962616822,0.7570093457943925
sur,0.651685393258427,0.6741573033707865,0.6966292134831461,0.7752808988764045
Micro AVG,0.22331550725953708,0.3715276485324168,0.5065714939198012,0.6082660276008631
